Date Sample Collected,Time Sample Collected,Temperature,Dissolved Oxygen,pH,E.Cond.,Secchi Depth,Salinity (Field),E. coli,Thermotolerant coliforms,Intestinal enterococci,Chlorophyll a,Chloro-a Phenophytin ratio,BOD5,Suspended Solids,Organic Carbon - Total,Ammonia as N,Nitrate + Nitrite as N,Phosphate as P,Total Nitrogen as N,Total Phosphorus as P,TKN as N (TN-NOX)
2016-02-25T00:00:00,10:05:00,28.8,6.5,7.7,37900,0.7,24,2 EST,25,1 EST,16,1.2,<3,8,5,0.006,<0.005,0.11,0.46,0.18,0.46
2016-02-25T00:00:00,10:24:00,28.5,6.3,7.7,38700,0.8,24.6,8 EST,41,4 EST,15,1.1,<3,7,5,0.006,<0.005,0.094,0.49,0.17,0.49
2016-02-25T00:00:00,10:43:00,28.7,5.4,7.6,37400,0.8,23.7,14,39,8 EST,16,1.2,<3,6,5,0.005,<0.005,0.11,0.47,0.18,0.47
2016-02-25T00:00:00,11:10:00,29,5.3,7.5,32200,0.8,20,15,40,5 EST,21,1.2,<3,4,4,0.008,<0.005,0.098,0.48,0.17,0.48
2016-03-23T00:00:00,08:00:00,26.3,4.9,7.7,44300,0.8,28.6,6 EST,65,1 EST,4,1.1,<3,13,3,<0.005,<0.005,0.059,0.37,0.12,0.37
2016-03-23T00:00:00,08:25:00,26.4,4.9,7.8,44600,0.8,28.9,<1,50,1 EST,7.1,1.1,<3,6,3,<0.005,<0.005,0.063,0.35,0.13,0.35
2016-03-23T00:00:00,08:50:00,26.6,4.1,7.7,43600,0.85,28.1,4 EST,43,1 EST,6.2,1.1,<3,4,3,<0.005,<0.005,0.068,0.39,0.13,0.39
2016-03-23T00:00:00,09:15:00,26.9,4.3,7.6,39200,0.9,24.9,5 EST,55,1 EST,7.1,1.1,<3,14,3,<0.005,<0.005,0.082,0.45,0.16,0.45
2016-03-23T00:00:00,09:40:00,26.9,4.6,7.7,42100,0.9,27.1,3 EST,73,1 EST,7.1,1.1,<3,21,4,<0.005,<0.005,0.085,0.43,0.15,0.43
2016-03-23T00:00:00,10:00:00,27.1,4.5,7.6,40800,0.9,26.1,2 EST,190,5 EST,8.9,1.1,<3,22,3,0.005,0.011,0.097,0.44,0.17,0.43
2016-03-23T00:00:00,10:25:00,27.6,6.5,7.5,39500,0.85,25.2,2 EST,73,4 EST,4.4,1.1,<3,22,3,0.019,0.019,0.11,0.43,0.18,0.41
2016-03-23T00:00:00,10:45:00,27.7,4.9,7.4,33100,0.95,20.7,25,97,9 EST,6.2,1.1,<3,17,4,0.034,0.034,0.1,0.48,0.17,0.44
2016-04-21T00:00:00,07:25:00,24.6,6.7,7.8,46500,1.5,30.2,5 EST,18,12,5.3,1.1,<3,8,3,<0.005,<0.005,0.063,0.35,0.11,0.35
2016-04-21T00:00:00,08:00:00,24.8,6.1,7.8,48000,1.5,31.3,9 EST,14,3 EST,8,1.1,<3,3,3,<0.005,<0.005,0.067,0.34,0.11,0.34
2016-04-21T00:00:00,08:20:00,24.9,7.5,7.8,47000,1.5,30.5,5 EST,29,2 EST,12,1.2,<3,12,3,<0.005,<0.005,0.071,0.35,0.12,0.35
2016-04-21T00:00:00,08:50:00,24.9,7.6,7.8,45200,1.6,29.3,4 EST,15,<1,7.1,1.1,<3,7,4,<0.005,<0.005,0.087,0.39,0.14,0.39
2016-04-21T00:00:00,09:10:00,25.2,5.7,7.8,43700,1.2,28.2,6 EST,17,4 EST,8,1.1,3,23,4,<0.005,<0.005,0.11,0.42,0.17,0.42
2016-04-21T00:00:00,09:30:00,25.3,5.5,7.8,43900,1,28.3,5 EST,18,1 EST,8,1.1,3,21,4,<0.005,<0.005,0.1,0.4,0.16,0.4
2016-04-21T00:00:00,09:50:00,25.6,5.2,7.6,38300,1.2,24.3,14,32,3 EST,6.2,1.1,<3,6,4,0.034,0.033,0.11,0.42,0.15,0.38
2016-04-21T00:00:00,10:10:00,25.6,5.1,7.5,38000,1.2,24.1,24,41,7 EST,3.6,1,<3,7,3,0.055,0.044,0.1,0.43,0.14,0.38
2016-06-01T00:00:00,08:00:00,19.1,10.1,7.7,48400,1.4,31.4,3 EST,22,<1,5.3,1.1,<3,19,3,<0.005,<0.005,0.064,0.34,0.1,0.34
2016-06-01T00:00:00,08:40:00,19.3,8.8,7.7,46900,1.3,30.4,5 EST,23,2 EST,7.3,1.2,3,3,4,<0.005,<0.005,0.11,0.4,0.15,0.4
2016-06-01T00:00:00,09:08:00,19.6,6.7,7.7,46300,1.3,29.9,3 EST,22,4 EST,8.7,1.2,3,11,4,<0.005,<0.005,0.11,0.43,0.15,0.43
2016-06-01T00:00:00,09:30:00,20,5.9,7.6,44900,1.3,28.9,4 EST,34,3 EST,8,1.2,<3,5,4,0.006,0.017,0.19,0.46,0.23,0.44
2016-06-01T00:00:00,09:54:00,19.7,8.6,7.6,45700,1.3,29.5,5 EST,25,3 EST,8,1.2,<3,<2,4,0.022,0.022,0.11,0.43,0.15,0.41
2016-06-01T00:00:00,10:08:00,19.6,5.8,7.5,43800,1.3,28.1,7 EST,41,6 EST,3.3,1.1,<3,13,4,0.042,0.037,0.11,0.41,0.14,0.37
2016-06-01T00:00:00,10:34:00,19.3,8.7,7.4,42100,1.3,26.9,12 EST,40,13,2.7,1,<3,21,3,0.057,0.05,0.098,0.41,0.13,0.36
2016-06-01T00:00:00,10:56:00,19.2,6.1,7.3,40800,1.3,26,40,58,45,2,1,<3,13,4,0.052,0.055,0.075,0.41,0.11,0.35
2016-06-29T00:00:00,07:30:00,14.6,11,7.5,26200,1,15.9,50,270,41,3.6,1,<3,3,5,0.13,0.17,0.06,0.63,0.08,0.47
2016-06-29T00:00:00,08:05:00,15.2,7.5,7.5,21700,1,12.9,68,260,50,8.9,1.1,3,3,5,0.15,0.15,0.072,0.69,0.1,0.54
2016-06-29T00:00:00,08:30:00,15.9,7.1,7.4,19200,0.85,11.3,59,250,41,3.6,1,<3,8,6,0.16,0.15,0.073,0.71,0.1,0.56
2016-06-29T00:00:00,08:55:00,16.2,9.8,7.3,15100,0.85,8.7,65,240,62,1.8,1,<3,<2,6,0.15,0.13,0.053,0.65,0.07,0.52
2016-06-29T00:00:00,09:25:00,16.1,9.8,7.3,12300,1,8.2,140,270,58,1.8,1,<3,5,6,0.16,0.13,0.052,0.64,0.07,0.51
2016-06-29T00:00:00,09:40:00,16.1,7,7.2,10300,0.8,5.8,91 EST,280,65,1.8,1,<3,4,6,0.13,0.12,0.038,0.59,0.06,0.47
2016-06-29T00:00:00,10:00:00,16.1,9.7,7.3,4370,0.85,2.3,76,350,73,1.8,1,<3,<2,7,0.096,0.11,0.025,0.58,0.05,0.47
2016-06-29T00:00:00,10:20:00,16,8.6,7.3,1980,0.85,1,68,170,66,<1,1,3,<2,7,0.077,0.11,0.015,0.55,0.04,0.44
2016-07-21T00:00:00,07:55:00,18.8,8.4,7.7,40900,1.7,26,28,160,9 EST,3.2,1,<3,7,3,0.017,0.022,0.077,0.34,0.11,0.31
2016-07-21T00:00:00,08:35:00,18.9,7.2,7.7,42300,1.6,27,23,42,5 EST,12,1.2,<3,15,4,0.018,0.022,0.083,0.38,0.11,0.36
2016-07-21T00:00:00,09:05:00,18.8,7,7.7,38200,1.6,24.1,15,36,10 EST,16,1.2,<3,5,4,0.027,0.035,0.11,0.42,0.14,0.38
2016-07-21T00:00:00,09:40:00,19.1,6.6,7.6,35700,1.6,22.4,12,120,5 EST,20,1.2,<3,4,4,0.036,0.05,0.14,0.5,0.18,0.45
2016-07-21T00:00:00,10:00:00,19.1,7.2,7.6,36900,1.6,23.3,8 EST,16 EST,10,15,1.2,<3,3,4,0.035,0.049,0.14,0.48,0.18,0.43
2016-07-21T00:00:00,10:21:00,19.4,6.6,7.6,35400,1.6,22.2,9 EST,64 EST,7 EST,11,1.1,<3,2,4,0.052,0.065,0.18,0.51,0.21,0.44
2016-07-21T00:00:00,11:00:00,19.5,7.3,7.4,31200,2,19.4,9 EST,82 EST,18,9.6,1.1,<3,3,4,0.08,0.066,0.13,0.46,0.16,0.4
2016-07-21T00:00:00,11:28:00,19.4,5.9,7.3,27900,2,17.1,22,26,22,5.3,1.1,<3,3,4,0.071,0.072,0.085,0.45,0.1,0.37
2016-09-01T00:00:00,07:35:00,19.6,7.2,7.6,45900,1.35,29.6,3 EST,6 EST,3 EST,3.2,1.1,<3,25,3,0.063,0.066,0.067,0.47,0.09,0.4
2016-09-01T00:00:00,08:10:00,19.8,6.3,7.6,46400,1.3,30,2 EST,7 EST,3 EST,3.7,1.1,3,24,3,0.059,0.066,0.07,0.46,0.1,0.39
2016-09-01T00:00:00,08:35:00,19.9,5.8,7.6,44900,1.15,29,3 EST,5 EST,<1,4.8,1.1,<3,12,3,0.065,0.069,0.074,0.5,0.1,0.43
2016-09-01T00:00:00,09:05:00,20,7.4,7.7,43600,0.95,28,4 EST,5 EST,<1,4.8,1.1,<3,16,3,0.083,0.073,0.083,0.5,0.11,0.43
2016-09-01T00:00:00,09:25:00,20.3,5.8,7.5,41900,0.8,26.8,5 EST,12 EST,2 EST,4.8,1.1,<3,12,3,0.084,0.076,0.097,0.5,0.13,0.42
2016-09-01T00:00:00,09:45:00,20.3,5,7.5,43000,0.95,27.6,2 EST,10 EST,3 EST,5.3,1.1,<3,13,3,0.1,0.079,0.094,0.56,0.13,0.48
2016-09-01T00:00:00,10:10:00,20.4,4.7,7.4,40400,1,25.7,9 EST,20,5 EST,1.1,1.1,<3,17,3,0.13,0.085,0.1,0.56,0.13,0.48
2016-09-01T00:00:00,10:35:00,20.3,7.8,7.2,36500,1.35,23,25,35,20,1.6,1.1,<3,12,3,0.1,0.087,0.072,0.48,0.09,0.4
2016-10-06T00:00:00,07:30:00,20.7,6.5,7.5,44100,1.5,28.4,4 EST,4 EST,5 EST,8,1.2,<3,42,3,0.006,0.04,0.061,0.41,0.09,0.37
2016-10-06T00:00:00,08:05:00,21.5,5.3,7.6,43300,1.5,27.8,9 EST,12 EST,4 EST,5.3,1.1,<3,44,3,0.023,0.066,0.078,0.44,0.1,0.38
2016-10-06T00:00:00,08:30:00,21.8,5.2,7.5,40700,1.5,26,7 EST,8 EST,<1,6.4,1.1,<3,37,3,0.027,0.074,0.083,0.48,0.11,0.41
2016-10-06T00:00:00,09:00:00,22.3,7.3,7.3,34300,1.5,21.5,4 EST,5 EST,2 EST,6.4,1.1,<3,28,3,0.034,0.075,0.083,0.47,0.11,0.4
2016-10-06T00:00:00,09:30:00,22.8,5.8,7.4,35700,1.5,22.5,10 EST,13,3 EST,4.3,1.1,<3,14,3,0.037,0.084,0.094,0.47,0.12,0.39
2016-10-06T00:00:00,09:45:00,22.5,5.2,7.4,40000,1.5,25.5,10,10,3 EST,8,1.2,<3,40,3,0.041,0.072,0.084,0.46,0.12,0.39
2016-10-06T00:00:00,10:05:00,22.5,7.8,7.4,38300,1.4,24.3,9,11,2 EST,3.2,1.1,<3,25,3,0.05,0.052,0.071,0.41,0.1,0.36
2016-10-06T00:00:00,10:30:00,22.7,6,7.3,35700,1.4,22.5,20,20,5 EST,3.7,1.1,<3,24,3,0.04,0.043,0.062,0.38,0.09,0.34
2016-10-27T00:00:00,07:45:00,23.9,8.7,7.8,48500,0.9,31.6,3 EST,7 EST,<1,8,1.2,<3,42,3,<0.005,<0.005,0.036,0.36,0.07,0.36
2016-10-27T00:00:00,08:30:00,24.4,7.7,7.8,46900,0.9,30.4,3 EST,15 EST,<1,8.5,1.2,<3,27,3,<0.005,<0.005,0.041,0.39,0.08,0.39
2016-10-27T00:00:00,08:55:00,24.4,7.7,7.7,45200,0.9,29.3,3 EST,10 EST,2 EST,9.1,1.2,<3,46,4,<0.005,<0.005,0.045,0.42,0.09,0.42
2016-10-27T00:00:00,09:25:00,24.7,7.7,7.7,43600,0.9,28.1,1 EST,15,2 EST,13,1.2,<3,30,3,<0.005,<0.005,0.047,0.45,0.1,0.45
2016-10-27T00:00:00,09:55:00,24.7,7,7.6,44200,0.9,28.5,<1,9 EST,1 EST,14,1.2,<3,28,3,0.005,<0.005,0.05,0.47,0.1,0.47
2016-10-27T00:00:00,10:15:00,24.9,5.4,7.6,43100,0.9,27.7,4 EST,14 EST,1 EST,11,1.2,<3,36,3,0.005,0.011,0.056,0.45,0.1,0.44
2016-10-27T00:00:00,10:40:00,25.2,5.7,7.4,39900,1,25.5,9 EST,15 EST,10 EST,10,1.2,<3,19,3,0.005,0.009,0.057,0.42,0.09,0.41
2016-10-27T00:00:00,11:05:00,25.3,5.9,7.4,37400,1,23.7,14,26,14,8,1.2,<3,33,3,<0.005,0.005,0.049,0.39,0.08,0.38
2016-11-17T00:00:00,07:40:00,25.3,6.4,7.5,42300,1,27.2,18,42,5 EST,4.8,1.1,<3,11,6.5,0.006,0.026,0.046,0.55,0.1,0.53
2016-11-17T00:00:00,08:15:00,25.6,5.7,7.6,42700,0.97,27.4,17,32,4 EST,5.9,1.1,<3,5,6.5,0.005,0.031,0.046,0.53,0.09,0.5
2016-11-17T00:00:00,08:33:00,25.9,7.6,7.4,39500,0.97,25.2,12,33,7 EST,5.9,1.1,<3,6,6.9,0.005,0.071,0.055,0.59,0.1,0.52
2016-11-17T00:00:00,08:55:00,26.1,5.2,7.4,39300,0.98,25,23,50,3 EST,5.9,1.1,<3,11,6.8,0.014,0.065,0.057,0.59,0.11,0.52
2016-11-17T00:00:00,09:20:00,26.2,5.1,7.4,39100,0.72,24.9,8 EST,41,2 EST,5.9,1.1,<3,19,8.3,0.02,0.068,0.059,0.61,0.12,0.54
2016-11-17T00:00:00,09:38:00,26.2,6.1,7.4,39400,0.74,25.1,10,43,5 EST,4.8,1.1,<3,12,8.6,0.04,0.073,0.063,0.61,0.12,0.54
2016-11-17T00:00:00,10:03:00,26.3,4.4,7.4,38200,0.8,24.3,23,46,4 EST,5.9,1.1,<3,21,8.1,0.055,0.081,0.068,0.61,0.13,0.53
2016-11-17T00:00:00,10:30:00,26.4,7.4,7.3,35800,0.7,22.6,18,49,5 EST,8,1.1,<3,18,7.5,0.048,0.066,0.065,0.56,0.13,0.5
2016-12-15T00:00:00,07:40:00,26.4,6.8,7.7,45700,0.8,29.6,11,27,2 EST,6.9,1.1,<3,19,13.3,0.007,<0.005,0.048,0.41,0.1,0.41
2016-12-15T00:00:00,08:20:00,26.6,6.2,7.7,46700,0.75,30.3,6 EST,22,4 EST,10,1.2,<3,15,19.8,0.006,<0.005,0.048,0.41,0.1,0.41
2016-12-15T00:00:00,08:45:00,26.8,7.2,7.7,45400,0.75,29.4,10,56,3 EST,12,1.2,<3,20,11.4,0.007,<0.005,0.05,0.42,0.1,0.42
2016-12-15T00:00:00,09:20:00,26.8,6,7.6,45400,0.85,29.4,5 EST,30,3 EST,9.1,1.2,3,12,12.5,0.006,<0.005,0.053,0.47,0.12,0.47
2016-12-15T00:00:00,10:05:00,27.1,7.2,7.6,44300,0.9,28.6,7 EST,41,3 EST,13,1.2,<3,26,13.8,0.006,<0.005,0.052,0.47,0.11,0.47
2016-12-15T00:00:00,10:30:00,27.2,5.7,7.6,45200,0.9,29.2,12,50,3 EST,13,1.2,<3,16,11.5,0.007,<0.005,0.055,0.41,0.1,0.41
2016-12-15T00:00:00,10:55:00,27.6,5.6,7.6,42700,0.75,27.4,12,58,5 EST,17,1.2,<3,15,11.1,0.008,<0.005,0.061,0.45,0.11,0.45
2016-12-15T00:00:00,11:20:00,28,5.8,7.5,40900,0.85,26.2,5 EST,32,5 EST,18,1.3,<3,10,11.5,0.008,<0.005,0.065,0.48,0.12,0.48
2017-01-11T00:00:00,07:20:00,28.4,6.6,7.9,43400,0.5,27.9,5 EST,32,2 EST,8.5,1.2,<3,16,85.3,0.005,<0.005,0.037,0.4,0.09,0.4
2017-01-11T00:00:00,08:00:00,28.6,5.3,7.9,40900,0.5,26.2,11,20,<1,11,1.2,<3,11,9.4,0.005,<0.005,0.039,0.4,0.09,0.4
2017-01-11T00:00:00,08:20:00,28.7,6.4,7.9,40000,0.5,25.5,8 EST,37,3 EST,13,1.2,<3,17,10.2,<0.005,<0.005,0.043,0.45,0.1,0.45
2017-01-11T00:00:00,08:50:00,29,5.9,7.8,38900,0.5,24.7,12,30,5 EST,15,1.2,<3,14,10.5,0.006,<0.005,0.047,0.45,0.11,0.45
2017-01-11T00:00:00,09:15:00,29.1,7.1,7.8,37800,0.55,24,42,72,5 EST,16,1.2,<3,7,9.4,<0.005,<0.005,0.047,0.45,0.1,0.45
2017-01-11T00:00:00,09:35:00,29,5.6,7.8,37700,0.55,23.9,14,26,2 EST,17,1.3,<3,14,11.5,0.006,<0.005,0.052,0.48,0.12,0.48
2017-01-11T00:00:00,09:55:00,30,6.9,7.7,33600,0.5,21,21,50,8 EST,18,1.3,<3,21,11.2,0.005,<0.005,0.057,0.5,0.12,0.5
2017-01-11T00:00:00,10:20:00,29.5,5.2,7.5,31000,0.5,19.3,39,60,19,23,1.3,<3,14,11.3,0.005,<0.005,0.059,0.55,0.13,0.55
2017-02-22T00:00:00,07:35:00,28.5,8.1,7.8,50000,1,32.8,2 EST,4 EST,<1,12,1.2,<3,15,9.7,<0.005,<0.005,0.058,0.46,0.11,0.46
2017-02-22T00:00:00,08:10:00,28.7,5.7,7.8,47400,0.95,30.9,2 EST,5 EST,<1,14,1.2,<3,12,11,<0.005,<0.005,0.064,0.52,0.13,0.52
2017-02-22T00:00:00,08:35:00,29,5.7,7.9,46800,1,30.4,5 EST,14 EST,3 EST,18,1.2,<3,18,8.3,0.005,<0.005,0.065,0.56,0.13,0.56
2017-02-22T00:00:00,09:00:00,29.3,5.9,7.7,29700,0.9,18.3,26,41,7 EST,20,1.3,<3,21,9.2,0.006,<0.005,0.065,0.68,0.14,0.68
2017-02-22T00:00:00,09:20:00,29.2,6,7.8,45000,0.9,29.1,5 EST,15,4 EST,25,1.3,3,30,12,<0.005,<0.005,0.07,0.65,0.15,0.65
2017-02-22T00:00:00,09:30:00,29.5,6.9,7.8,45200,1.1,29.2,7 EST,19,3 EST,28,1.3,<3,12,8.8,0.005,<0.005,0.076,0.63,0.16,0.63
2017-02-22T00:00:00,10:00:00,29.6,4.8,7.6,43500,1.1,28,23,39,9 EST,26,1.3,<3,12,6.7,0.005,<0.005,0.08,0.58,0.16,0.58
2017-02-22T00:00:00,10:20:00,29.4,5.9,7.6,39500,0.9,25.2,34,43,27,22,1.3,<3,14,17,0.005,<0.005,0.075,0.52,0.14,0.52
2017-03-09T00:00:00,07:35:00,26.1,8.2,7.8,51700,1.2,34,4 EST,4 EST,2 EST,6.9,1.1,<3,16,8,<0.005,<0.005,0.056,0.42,0.09,0.42
2017-03-09T00:00:00,08:15:00,26.9,5.8,7.8,48700,1,31.8,7 EST,7 EST,<1,11,1.2,<3,18,6,<0.005,<0.005,0.055,0.42,0.09,0.42
2017-03-09T00:00:00,08:45:00,27.3,5.9,7.7,47000,1,30.6,2 EST,10 EST,2 EST,14,1.2,3,8,6,<0.005,<0.005,0.056,0.46,0.1,0.46
2017-03-09T00:00:00,09:10:00,27.7,6,7.6,44900,1,29,74,80,15,19,1.3,3,10,6,<0.005,<0.005,0.054,0.52,0.11,0.52
2017-03-09T00:00:00,09:50:00,27.8,5.5,7.6,45400,0.9,29.4,50,63,13,12,1.2,<3,11,6,<0.005,<0.005,0.061,0.5,0.12,0.5
2017-03-09T00:00:00,10:10:00,28,5.5,7.6,43800,0.9,28.3,32,41,16,18,1.2,<3,11,6,0.005,<0.005,0.067,0.52,0.13,0.52
2017-03-09T00:00:00,10:35:00,28.1,5.6,7.5,41400,0.9,26.5,45,66,5 EST,18,1.3,<3,19,6,0.005,<0.005,0.076,0.51,0.13,0.51
2017-03-09T00:00:00,11:00:00,28,5.8,7.4,37300,0.8,23.6,71,95,21,19,1.3,<3,<2,6,0.005,<0.005,0.08,0.46,0.13,0.46
2017-04-05T00:00:00,07:40:00,22.5,6.8,7.2,15100,0.85,8.8,84,97,92,6.7,1.1,<3,6,11,0.15,0.31,0.064,1.05,0.12,0.74
2017-04-05T00:00:00,08:20:00,23.2,5.3,7.2,9290,0.75,5.2,130,270,54,6.7,1.1,<3,15,11,0.17,0.29,0.082,1.04,0.14,0.75
2017-04-05T00:00:00,08:40:00,23.4,5,7.2,8720,0.85,4.9,140,280,81,7.3,1.1,<3,10,11,0.18,0.29,0.084,1.03,0.14,0.74
2017-04-05T00:00:00,09:05:00,23.9,4.7,7.1,6260,0.7,3.4,190,360,82,6,1.1,<3,5,11,0.18,0.19,0.071,0.93,0.13,0.74
2017-04-05T00:00:00,09:30:00,23.9,8.4,7.1,5330,0.75,2.9,350,760,100,5.3,1.1,<3,6,11,0.17,0.17,0.068,0.9,0.12,0.74
2017-04-05T00:00:00,09:50:00,23.9,4.7,7,3720,0.6,2,260,800,260,6,1.1,<3,10,12,0.16,0.14,0.061,0.85,0.11,0.72
2017-04-05T00:00:00,10:05:00,23.7,4.7,7,1750,0.65,0.9,390,650,270,4,1.1,<3,4,11,0.12,0.11,0.041,0.79,0.09,0.68
2017-04-05T00:00:00,10:30:00,23.6,5.6,7,1060,0.55,0.5,140,560,200,3.3,1.1,<3,<2,13,0.11,0.11,0.03,0.78,0.08,0.67
2017-06-07T00:00:00,07:40:00,18.3,8,7.8,44100,[NT],28.3,4 EST,5 EST,2 EST,2.1,1.1,<3,15,<5,0.007,<0.005,0.02,0.37,0.04,0.37
2017-06-07T00:00:00,08:25:00,18.6,8.6,7.7,45400,[NT],29.2,4 EST,5 EST,<1,3.2,1.1,<3,14,<5,0.008,<0.005,0.02,0.39,0.04,0.39
2017-06-07T00:00:00,08:45:00,18.4,6.6,7.7,42100,[NT],26.9,6 EST,6 EST,3 EST,2.7,1.1,<3,14,5.1,0.009,<0.005,0.022,0.42,0.05,0.42
2017-06-07T00:00:00,09:14:00,19.1,5.8,7.5,39500,[NT],25.1,4 EST,7 EST,4 EST,5.3,1.1,<3,12,6,0.025,0.022,0.029,0.51,0.07,0.49
2017-06-07T00:00:00,09:45:00,19.1,5.7,7.5,40100,[NT],25.6,2 EST,4 EST,5 EST,4,1.1,<3,11,5.7,0.046,0.027,0.032,0.48,0.06,0.45
2017-06-07T00:00:00,10:00:00,19.4,7.9,7.5,40500,[NT],25.8,2 EST,2 EST,5 EST,2.7,1,<3,18,5.6,0.068,0.029,0.035,0.5,0.07,0.47
2017-06-07T00:00:00,10:20:00,19.1,4.4,7.3,36500,[NT],23,21,25,8 EST,2,1,<3,15,<5,0.1,0.05,0.043,0.51,0.07,0.46
2017-06-07T00:00:00,10:45:00,18.8,8.6,7.3,34800,[NT],21.8,51,55,20,1.3,1,<3,17,5.6,0.091,0.055,0.043,0.49,0.07,0.44
2017-06-28T00:00:00,07:50:00,18.1,8.3,7.6,38000,1.2,24,17,32,13,6,1.1,<3,16,5.1,0.01,0.049,0.018,0.38,0.05,0.33
2017-06-28T00:00:00,08:20:00,18.6,9.5,7.5,36400,1.2,22.9,19,33,7 EST,4.7,1.1,<3,16,<5,0.043,0.075,0.03,0.47,0.07,0.39
2017-06-28T00:00:00,08:40:00,18.8,5.1,7.4,35400,1.2,22.2,18,30,11,4.7,1.1,<3,14,<5,0.067,0.087,0.034,0.48,0.07,0.39
2017-06-28T00:00:00,09:10:00,19,9.3,7.3,32400,1.2,20.1,25,29,14,3.3,1.1,<3,13,<5,0.086,0.1,0.038,0.52,0.07,0.42
2017-06-28T00:00:00,09:25:00,18.9,9.3,7.3,33100,1.2,20.6,33,41,21,4.7,1.1,<3,12,<5,0.094,0.11,0.037,0.52,0.07,0.42
2017-06-28T00:00:00,09:40:00,18.9,4.7,7.2,31200,1.2,19.3,39,45,23,4,1.1,<3,8,<5,0.1,0.11,0.032,0.53,0.07,0.42
2017-06-28T00:00:00,10:00:00,18.9,4.7,7.2,29500,1.2,18.2,46,56,22,2.7,1,<3,12,<5,0.096,0.12,0.038,0.5,0.07,0.39
2017-06-28T00:00:00,10:20:00,19,9.2,7.2,27500,1,16.9,58,65,25,2.7,1,<3,11,<5,0.089,0.12,0.036,0.46,0.07,0.34
2017-07-20T00:00:00,07:40:00,17.6,8.8,7.8,42500,1.2,27.1,2 EST,2 EST,3 EST,2.7,1.1,<3,22,6.3,0.005,0.051,0.025,0.36,0.06,0.31
2017-07-20T00:00:00,08:20:00,18,8.9,7.7,43000,1.2,27.5,9,9,5 EST,2.1,1.1,<3,22,6.2,0.012,0.054,0.029,0.41,0.06,0.36
2017-07-20T00:00:00,08:40:00,18,8.9,7.6,40000,1.2,25.3,14,16,6 EST,3.7,1.1,<3,18,6.7,0.017,0.077,0.036,0.47,0.07,0.39
2017-07-20T00:00:00,09:00:00,18.7,8.8,7.6,37600,1.1,23.7,10,14,8 EST,3.2,1.1,<3,21,7.4,0.029,0.088,0.04,0.51,0.08,0.42
2017-07-20T00:00:00,09:20:00,18.6,8.8,7.5,38700,1.2,24.5,13,17,16,3.2,1.1,<3,14,6.6,0.041,0.073,0.038,0.44,0.07,0.37
2017-07-20T00:00:00,09:40:00,18.5,6.4,7.4,38100,1.4,24.1,23,23,9,1.1,1,<3,14,6.4,0.071,0.08,0.04,0.46,0.07,0.38
2017-07-20T00:00:00,09:55:00,18.4,8.3,7.4,35900,1.2,22.5,28,28,17,1.1,1,<3,21,6.1,0.077,0.081,0.04,0.47,0.07,0.39
2017-07-20T00:00:00,10:15:00,17.8,5.8,7.4,32900,1.1,20.4,42,45,66,1.6,1,<3,13,5.8,0.058,0.081,0.036,0.42,0.06,0.33
2017-08-30T00:00:00,07:40:00,17.8,10.2,7.6,40800,2,25.9,4 EST,6 EST,2 EST,1.6,1.1,<3,3,8.5,0.031,0.043,0.036,0.43,0.06,0.39
2017-08-30T00:00:00,08:25:00,18.2,6.6,7.5,36100,1.9,22.6,6 EST,17,4 EST,2.1,1,<3,2,6.8,0.064,0.068,0.059,0.53,0.09,0.46
2017-08-30T00:00:00,08:50:00,18.2,5.3,7.4,35800,1.9,22.5,16,34,5 EST,1.6,1,<3,3,8,0.094,0.091,0.067,0.58,0.1,0.49
2017-08-30T00:00:00,09:10:00,20.4,6.5,7.3,29100,1.9,17.9,13,30,5 EST,1.6,1,<3,34,6.8,0.1,0.071,0.054,0.53,0.08,0.46
2017-08-30T00:00:00,09:25:00,19,5.9,7.4,38600,1.5,24.5,8 EST,8 EST,4 EST,1.6,1,<3,16,6.5,0.11,0.069,0.049,0.48,0.07,0.41
2017-08-30T00:00:00,09:40:00,19.3,6.6,7.4,38100,1.5,24.1,18,19,7 EST,<1,1,<3,10,6.6,0.1,0.069,0.048,0.46,0.07,0.4
2017-08-30T00:00:00,09:55:00,19.2,6.7,7.3,36600,1.5,23.1,38,38,16,1.1,1,<3,2,6.9,0.088,0.067,0.044,0.45,0.07,0.39
2017-08-30T00:00:00,10:10:00,19.1,5.1,7.3,34900,1,21.8,32,34,11,2.1,1,<3,2,6.1,0.076,0.062,0.038,0.46,0.07,0.4
2017-09-27T00:00:00,07:30:00,23.9,5,7.6,43400,1.3,27.9,3 EST,3 EST,6 EST,3.7,1.1,<3,22,6.3,0.048,0.075,0.039,0.49,0.07,0.42
2017-09-27T00:00:00,08:05:00,23.8,5.2,7.5,40700,1.3,26,2 EST,3 EST,<1,3.2,1.1,<3,23,6.9,0.11,0.12,0.061,0.65,0.1,0.53
2017-09-27T00:00:00,08:30:00,24,4,7.5,39100,1.3,24.9,4 EST,5 EST,2 EST,3.2,1.1,<3,19,6.6,0.14,0.12,0.066,0.64,0.1,0.52
2017-09-27T00:00:00,08:55:00,24.4,3.8,7.5,40300,1.5,25.7,5 EST,6 EST,5 EST,2.7,1.1,<3,22,6.1,0.15,0.12,0.068,0.63,0.1,0.51
